n_adj,n_adp,n_adv,n_aux,n_cconj,n_det,n_intj,n_noun,n_num,n_part,n_pron,n_propn,n_punct,n_sconj,n_sym,n_verb,n_space,n_uadj,n_uadp,n_uadv,n_uaux,n_ucconj,n_udet,n_uintj,n_unoun,n_unum,n_upart,n_upron,n_upropn,n_upunct,n_usconj,n_usym,n_uverb,n_uspace,a_word_ps,a_bry_ps,corr_ttr
1,3,1,6,2,4,0,7,0,3,11,1,4,2,0,9,0,1,1,1,1,1,1,0,1,0,1,5,1,1,1,0,1,0,27.0,19.0,0.481
3,1,3,4,3,3,1,6,0,2,5,1,2,2,0,6,0,1,1,1,2,1,1,1,1,0,2,3,1,1,1,0,1,0,42.0,28.0,0.655
1,1,2,1,2,0,0,5,0,0,3,3,4,0,0,3,0,1,1,1,1,1,0,0,1,0,0,3,1,1,0,0,1,0,8.333,3.0,0.707
1,2,4,6,2,4,0,8,1,2,8,4,13,2,0,9,0,1,1,1,3,1,1,0,1,1,2,4,1,1,1,0,2,0,16.5,11.688,0.609
7,5,3,5,1,3,0,11,0,0,4,1,5,1,0,3,0,1,1,1,1,1,1,0,1,0,0,4,1,1,1,0,1,0,16.333,8.0,0.505
2,2,2,2,1,0,1,4,0,1,5,0,2,0,0,3,0,1,1,1,2,1,0,1,1,0,1,4,0,1,0,0,1,0,12.5,16.5,0.99
3,0,1,3,1,0,0,1,0,1,3,1,1,0,0,2,0,1,0,1,2,1,0,0,1,0,1,2,1,1,0,0,1,0,8.5,7.5,0.686
5,9,4,1,4,3,0,9,1,1,13,1,4,3,0,11,2,1,1,1,1,1,1,0,1,1,1,5,1,1,1,0,2,1,14.2,8.8,0.587
3,7,2,1,1,5,0,6,3,0,5,2,5,0,1,5,0,1,1,1,1,1,1,0,1,1,0,4,1,1,0,1,2,0,22.5,6.5,0.527
1,3,2,1,1,1,1,2,3,1,4,0,3,1,0,3,0,1,1,1,1,1,1,1,1,1,1,3,0,1,1,0,1,0,13.5,4.0,0.544
7,10,7,10,5,7,0,25,8,5,13,3,21,2,2,9,5,1,1,1,3,1,1,0,1,1,2,4,1,1,1,1,2,1,14.1,6.414,0.476
3,1,2,0,0,0,0,1,0,0,2,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,2,0,1,0,0,1,0,11.0,2.0,0.426
7,3,4,4,5,1,0,9,2,3,9,1,7,4,0,11,0,1,1,1,2,1,1,0,1,1,2,5,1,1,1,0,2,0,35.0,21.0,0.676
4,7,9,8,2,3,0,10,2,0,5,3,9,1,1,1,1,1,1,1,2,1,1,0,1,1,0,4,1,1,1,1,1,1,16.5,2.75,0.435
5,2,0,1,1,0,0,37,40,0,3,19,55,0,24,3,15,1,1,0,1,1,0,0,1,1,0,3,1,1,0,1,1,1,57.0,2.667,0.162
0,0,0,1,2,0,0,0,0,2,6,1,2,1,0,5,0,0,0,0,1,1,0,0,0,0,2,4,1,1,1,0,1,0,20.0,18.0,0.791
1,2,4,4,1,3,0,2,0,1,8,1,2,1,0,3,1,1,1,1,2,1,1,0,1,0,1,4,1,1,1,0,1,1,17.0,16.5,0.728
9,8,3,8,4,3,0,9,0,3,14,0,3,3,0,8,0,1,1,1,2,1,1,0,1,0,2,7,0,1,1,0,2,0,37.5,28.5,0.816
1,3,2,2,1,3,0,4,0,0,4,0,2,2,0,3,0,1,1,1,2,1,1,0,1,0,0,2,0,1,1,0,2,0,27.0,19.0,0.68
1,0,1,1,0,1,1,4,0,0,2,1,2,0,0,1,0,1,0,1,1,0,1,1,1,0,0,2,1,1,0,0,1,0,7.5,3.5,0.73
6,2,1,1,0,2,0,26,10,1,1,0,12,0,4,0,5,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,67.0,11.0,0.346
6,0,4,9,3,1,0,5,0,4,11,0,6,4,0,13,0,1,0,1,2,1,1,0,1,0,2,5,0,1,1,0,1,0,13.2,8.0,0.609
5,4,2,2,2,2,0,2,0,2,2,0,4,0,0,2,0,1,1,1,1,1,1,0,1,0,2,2,0,1,0,0,1,0,14.5,7.0,0.394
2,4,7,3,4,2,0,5,0,2,6,0,1,1,0,4,0,1,1,1,2,1,1,0,1,0,1,3,0,1,1,0,2,0,20.5,14.375,0.663
4,1,1,4,2,0,0,2,0,0,2,0,2,1,0,3,0,1,1,1,2,1,0,0,1,0,0,2,0,1,1,0,1,0,22.0,11.0,0.603
1,1,1,2,1,2,0,6,0,0,5,0,3,1,0,6,0,1,1,1,2,1,1,0,1,0,0,3,0,1,1,0,1,0,9.667,8.333,0.788
3,6,3,3,1,1,0,6,4,2,3,0,3,1,0,4,0,1,1,1,2,1,1,0,1,1,2,3,0,1,1,0,1,0,20.0,10.0,0.559
4,0,2,1,2,2,0,1,0,1,2,2,3,0,0,1,0,1,0,1,1,1,1,0,1,0,1,2,1,1,0,0,1,0,7.0,4.667,0.772
0,2,0,0,1,1,1,6,0,0,2,0,6,0,0,1,1,0,1,0,0,1,1,1,1,0,0,2,0,1,0,0,1,1,10.0,1.0,0.316
0,1,1,1,0,1,1,2,0,0,1,1,4,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,3.25,2.0,0.588
1,0,4,1,1,0,0,1,0,0,3,8,3,0,0,2,0,1,0,1,1,1,0,0,1,0,0,2,1,1,0,0,1,0,12.0,4.0,0.577
1,2,5,0,0,2,0,2,3,1,1,2,6,1,1,2,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,28.0,9.0,0.401
1,2,2,3,1,1,0,1,2,1,3,2,4,0,0,4,1,1,1,1,2,1,1,0,1,1,1,2,1,1,0,0,1,1,13.5,9.0,0.68
4,4,3,1,2,2,1,7,0,0,3,1,3,0,0,3,0,1,1,1,1,1,1,1,1,0,0,2,1,1,0,0,1,0,34.0,10.0,0.485
3,5,5,3,2,4,0,6,0,2,4,1,4,1,0,5,0,1,1,1,2,1,1,0,1,0,1,2,1,1,1,0,2,0,22.5,9.5,0.422
0,0,0,0,1,0,0,1,0,0,0,6,6,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,14.0,0.0,0.189
4,1,4,3,1,1,0,4,0,1,2,3,3,0,0,0,0,1,1,1,1,1,1,0,1,0,1,2,1,1,0,0,0,0,13.5,8.5,0.544
7,11,7,8,1,6,0,12,5,1,5,6,7,3,1,7,1,1,1,1,2,1,1,0,1,1,1,3,1,1,1,1,1,1,21.75,6.25,0.379
1,2,3,3,0,0,0,0,0,1,3,2,4,1,0,3,1,1,1,1,3,0,0,0,0,0,1,2,1,1,1,0,1,1,12.0,9.375,0.722
5,2,8,4,3,1,0,5,0,1,2,0,4,1,0,2,0,1,1,1,2,1,1,0,1,0,1,1,0,1,1,0,1,0,19.0,12.0,0.574
0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14.0,0.0,0.189
3,1,1,3,0,1,0,2,0,2,3,5,3,1,0,2,0,1,1,1,2,0,1,0,1,0,1,2,1,1,1,0,2,0,13.0,18.0,0.971
0,3,1,0,0,0,0,0,1,0,2,0,2,0,0,2,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,11.0,3.0,0.426
4,9,13,7,5,6,0,23,4,1,13,4,16,6,2,13,7,1,1,1,2,1,1,0,1,1,1,4,1,1,1,1,1,1,19.0,5.714,0.368
4,4,0,2,1,4,0,10,0,1,4,3,4,0,0,4,0,1,1,0,2,1,1,0,1,0,1,4,1,1,0,0,1,0,20.5,4.0,0.552
3,2,2,2,1,2,0,3,1,1,4,0,1,0,0,6,0,1,1,1,2,1,1,0,1,1,1,3,0,1,0,0,1,0,28.0,10.0,0.535
3,3,1,0,4,0,1,19,1,0,0,4,23,0,2,2,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,61.0,0.0,0.091
4,2,0,2,2,2,0,5,0,1,2,0,1,1,0,2,0,1,1,0,1,1,1,0,1,0,1,2,0,1,1,0,1,0,24.0,9.0,0.577
2,2,0,0,0,1,0,1,0,0,3,0,2,1,0,3,0,1,1,0,0,0,1,0,1,0,0,2,0,1,1,0,1,0,7.5,3.5,0.548
0,1,2,1,0,2,0,3,0,1,0,0,2,0,0,2,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,7.0,7.0,0.567
0,2,2,1,1,1,0,2,0,2,5,0,2,0,0,5,0,0,1,1,1,1,1,0,1,0,2,2,0,1,0,0,1,0,7.667,6.333,0.59
1,1,2,3,1,0,0,6,0,1,4,1,2,0,0,4,0,1,1,1,1,1,0,0,1,0,1,3,1,1,0,0,1,0,8.667,3.333,0.555
2,3,2,3,1,4,1,3,1,1,3,0,6,1,0,3,1,1,1,1,2,1,1,1,1,1,1,2,0,1,1,0,1,1,9.0,5.75,0.707
0,2,0,0,0,3,0,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,13.0,9.0,0.588
0,2,2,1,2,1,0,2,2,1,3,8,8,0,0,3,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,17.5,7.5,0.478
0,1,2,1,2,0,1,0,0,1,2,5,6,0,0,3,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,24.0,16.0,0.577
0,2,0,0,0,2,0,3,0,0,1,6,5,0,1,3,3,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,12.0,1.0,0.289
12,8,11,10,3,6,0,14,2,5,7,3,12,4,0,8,1,1,1,1,2,1,1,0,1,1,2,5,1,1,1,0,1,1,15.143,7.143,0.549
4,4,2,2,1,4,0,7,0,2,3,2,5,2,0,6,1,1,1,1,1,1,1,0,1,0,2,3,1,1,1,0,2,1,21.5,13.125,0.755
2,2,5,2,0,1,0,4,0,0,5,1,3,2,0,5,0,1,1,1,1,0,1,0,1,0,0,3,1,1,1,0,1,0,16.0,6.5,0.5
1,0,0,3,0,0,0,1,1,1,6,0,1,1,0,3,0,1,0,0,2,0,0,0,1,1,1,3,0,1,1,0,1,0,9.0,9.5,0.833
21,23,11,25,4,21,0,31,17,9,12,13,34,7,6,13,3,1,1,1,4,1,1,0,1,1,2,4,1,1,1,1,2,1,30.5,13.312,0.453
0,1,1,0,1,0,0,2,2,0,3,2,2,1,0,1,0,0,1,1,0,1,0,0,1,1,0,3,1,1,1,0,1,0,8.0,2.0,0.53
0,0,0,0,1,0,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,11.0,0.0,0.213
20,25,8,9,1,8,0,20,10,11,5,21,33,1,0,13,11,1,1,1,3,1,1,0,1,1,2,4,1,1,1,0,2,1,16.333,2.333,0.404
2,1,0,0,0,1,0,3,1,0,2,0,2,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,14.0,0.0,0.189
4,7,3,4,1,5,0,7,4,2,2,0,5,0,0,3,2,1,1,1,2,1,1,0,1,1,1,2,0,1,0,0,1,1,24.5,6.0,0.303
7,2,1,6,1,2,0,8,12,1,1,10,18,0,0,3,0,1,1,1,3,1,1,0,1,1,1,1,1,1,0,0,1,0,22.333,5.5,0.346
2,2,1,1,1,3,1,3,0,0,3,1,3,0,0,3,0,1,1,1,1,1,1,1,1,0,0,2,1,1,0,0,2,0,12.0,9.0,0.433
1,3,3,0,0,1,0,2,0,0,3,2,3,0,0,3,0,1,1,1,0,0,1,0,1,0,0,2,1,1,0,0,1,0,10.5,1.0,0.309
3,1,1,1,1,1,0,22,3,2,2,16,26,0,13,6,3,1,1,1,1,1,1,0,1,1,2,2,1,1,0,1,1,1,24.5,3.893,0.286
1,2,3,1,0,2,0,4,1,0,4,1,2,1,0,3,0,1,1,1,1,0,1,0,1,1,0,3,1,1,1,0,2,0,8.333,7.667,0.707
0,0,1,2,0,1,0,3,0,1,3,0,3,0,0,3,0,0,0,1,1,0,1,0,1,0,1,2,0,1,0,0,1,0,5.667,3.333,0.686
1,1,1,3,1,1,0,2,3,1,2,2,2,0,0,1,0,1,1,1,2,1,1,0,1,1,1,2,1,1,0,0,1,0,10.5,6.5,0.617
0,2,2,0,0,1,1,3,0,0,1,2,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,14.0,6.0,0.378
2,0,1,2,2,0,0,3,0,1,1,1,2,1,0,1,0,1,0,1,2,1,0,0,1,0,1,1,1,1,1,0,1,0,8.5,4.5,0.514
0,4,0,3,0,2,0,5,1,0,5,0,3,1,0,3,0,0,1,0,1,0,1,0,1,1,0,3,0,1,1,0,1,0,9.0,7.667,0.544
7,10,4,1,4,1,0,16,2,2,4,1,9,0,0,3,1,1,1,1,1,1,1,0,1,1,1,2,1,1,0,0,1,1,21.667,2.0,0.175
5,2,1,2,2,3,0,7,0,0,1,2,5,0,0,1,2,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,10.667,1.333,0.25
3,0,1,2,0,0,0,2,0,0,2,2,2,2,0,2,0,1,0,1,2,0,0,0,1,0,0,2,1,1,1,0,2,0,18.0,17.571,0.667
5,8,4,4,0,7,0,10,2,2,5,7,13,2,1,8,0,1,1,1,2,0,1,0,1,1,1,3,1,1,1,1,2,0,25.667,9.667,0.403
2,2,1,1,1,0,0,2,1,0,2,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,14.0,6.0,0.567
0,1,3,0,2,2,1,3,2,0,3,16,16,0,4,1,3,0,1,1,0,1,1,1,1,1,0,3,1,1,0,1,1,1,27.0,2.5,0.289
0,0,0,0,0,0,0,0,0,0,1,20,12,0,2,1,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,38.0,0.0,0.115
3,4,5,6,1,2,0,3,5,1,7,3,8,0,1,6,2,1,1,1,2,1,1,0,1,1,1,4,1,1,0,1,1,1,9.333,4.5,0.567
4,4,4,3,2,5,0,5,1,0,7,5,4,1,0,6,1,1,1,1,1,1,1,0,1,1,0,4,1,1,1,0,1,1,17.333,6.0,0.49
2,2,4,2,0,1,0,1,1,1,1,1,3,0,0,2,2,1,1,1,2,0,1,0,1,1,1,1,1,1,0,0,1,1,7.667,5.333,0.737
7,7,10,8,4,5,0,14,3,3,11,3,17,1,0,8,3,1,1,1,2,1,1,0,1,1,2,4,1,1,1,0,1,1,26.0,10.5,0.416
5,6,1,4,1,6,0,12,8,2,10,6,20,2,6,8,2,1,1,1,2,1,1,0,1,1,1,5,1,1,1,1,1,1,31.0,13.667,0.44
1,0,0,2,1,1,0,1,0,1,5,0,3,0,0,3,0,1,0,0,2,1,1,0,1,0,1,3,0,1,0,0,1,0,9.0,13.0,1.167
0,2,1,3,0,1,0,4,2,2,2,1,3,0,0,2,1,0,1,1,2,0,1,0,1,1,2,2,1,1,0,0,1,1,12.0,8.5,0.722
1,3,1,0,0,2,0,3,0,0,2,0,2,0,0,2,0,1,1,1,0,0,1,0,1,0,0,2,0,1,0,0,1,0,8.0,1.0,0.354
1,0,0,1,0,1,0,1,0,0,2,0,3,1,0,1,1,1,0,0,1,0,1,0,1,0,0,2,0,1,1,0,1,1,6.0,2.0,0.612
1,1,0,1,1,2,0,3,0,1,3,0,4,1,0,3,0,1,1,0,1,1,1,0,1,0,1,3,0,1,1,0,1,0,21.0,23.0,0.926
3,2,1,2,1,4,1,4,0,1,2,0,3,0,0,2,0,1,1,1,2,1,1,1,1,0,1,2,0,1,0,0,1,0,13.0,6.0,0.555
2,1,0,3,0,3,1,3,0,1,2,0,2,1,0,1,0,1,1,0,2,0,1,1,1,0,1,2,0,1,1,0,1,0,20.0,16.0,0.791
0,2,0,1,1,1,0,7,0,0,2,4,3,0,0,4,0,0,1,0,1,1,1,0,1,0,0,2,1,1,0,0,1,0,12.5,3.0,0.566
2,4,1,1,1,0,0,3,0,0,6,0,3,0,0,4,0,1,1,1,1,1,0,0,1,0,0,5,0,1,0,0,2,0,12.5,10.0,0.99
1,2,1,0,0,1,0,3,0,0,1,11,4,0,0,3,4,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,2,1,15.5,4.5,0.381
2,2,2,2,2,1,0,3,1,0,1,14,8,0,0,2,0,1,1,1,2,1,1,0,1,1,0,1,1,1,0,0,1,0,20.0,1.0,0.224
7,4,4,0,5,2,0,8,0,0,1,8,6,0,1,4,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,12.25,0.5,0.202
8,10,7,5,3,7,0,20,11,1,14,34,50,1,16,11,4,1,1,1,2,1,1,0,1,1,1,6,1,1,1,1,3,1,38.4,8.4,0.408
1,0,0,2,0,0,0,3,1,0,2,0,0,1,0,1,0,1,0,0,2,0,0,0,1,1,0,1,0,0,1,0,1,0,11.0,6.0,0.64
4,4,0,1,1,4,0,4,0,1,1,3,2,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,25.0,4.0,0.424
1,2,0,3,0,3,0,2,0,0,4,1,4,0,0,1,0,1,1,0,2,0,1,0,1,0,0,3,1,1,0,0,1,0,10.5,5.5,0.617
4,5,3,1,0,3,0,5,4,1,4,1,5,0,1,7,0,1,1,1,1,0,1,0,1,1,1,3,1,1,0,1,2,0,14.333,10.333,0.755
1,0,1,3,1,0,0,1,1,0,1,2,0,1,0,0,0,1,0,1,2,1,0,0,1,1,0,1,1,0,1,0,0,0,12.0,5.0,0.612
1,3,2,2,0,1,0,2,3,0,2,0,2,1,0,2,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,10.5,4.0,0.463
2,2,0,0,0,0,0,3,1,0,0,8,6,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,7.667,0.0,0.147
9,18,9,7,2,5,0,17,4,1,11,11,20,3,0,11,1,1,1,1,2,1,1,0,1,1,1,4,1,1,1,0,1,1,32.25,9.5,0.374
3,3,3,3,0,4,0,5,3,1,7,1,7,0,0,5,0,1,1,1,2,0,1,0,1,1,1,5,1,1,0,0,1,0,6.429,4.143,0.738
2,1,0,1,0,1,0,3,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,12.0,4.0,0.612
1,3,1,0,1,2,0,0,1,0,2,3,5,0,0,2,0,1,1,1,0,1,1,0,0,1,0,2,1,1,0,0,1,0,10.5,1.0,0.309
0,1,0,0,0,0,3,0,0,0,2,1,4,0,0,3,0,0,1,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,14.0,8.0,0.567
13,15,13,18,11,19,0,37,3,9,18,5,26,6,1,17,3,1,1,1,3,1,1,0,1,1,2,5,1,1,1,1,1,1,35.5,17.583,0.388
1,1,3,6,0,0,0,5,5,3,8,9,20,2,5,6,1,1,1,1,3,0,0,0,1,1,2,3,1,1,1,1,1,1,24.0,12.917,0.583
1,4,5,5,2,3,0,6,1,1,8,6,7,1,0,6,2,1,1,1,2,1,1,0,1,1,1,3,1,1,1,0,2,1,19.333,7.667,0.464
3,3,1,3,4,2,0,9,2,0,6,0,6,0,1,4,0,1,1,1,3,1,1,0,1,1,0,3,0,1,0,1,1,0,10.75,8.125,0.647
0,4,2,2,1,2,0,3,4,0,0,0,4,0,2,3,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,25.0,0.0,0.141
2,6,2,2,0,3,1,6,0,0,7,4,7,1,0,5,1,1,1,1,1,0,1,1,1,0,0,4,1,1,1,0,1,1,11.75,4.75,0.516
2,1,0,3,2,2,0,3,0,1,4,0,4,1,0,3,0,1,1,0,2,1,1,0,1,0,1,4,0,1,1,0,2,0,13.0,13.0,0.971
3,3,3,5,1,1,0,2,0,0,6,0,2,0,0,3,2,1,1,1,2,1,1,0,1,0,0,3,0,1,0,0,1,1,15.5,10.0,0.508
5,6,4,9,2,2,0,1,4,3,7,1,4,1,0,3,0,1,1,1,4,1,1,0,1,1,2,3,1,1,1,0,1,0,26.0,25.25,0.686
1,1,1,2,0,2,1,3,0,0,1,0,1,0,0,2,0,1,1,1,2,0,1,1,1,0,0,1,0,1,0,0,1,0,7.5,5.5,0.73
2,1,0,1,1,2,0,3,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,13.0,4.0,0.588
2,2,2,3,0,1,1,4,2,2,5,0,0,0,0,4,0,1,1,1,2,0,1,1,1,1,1,3,0,0,0,0,2,0,28.0,44.0,0.935
1,0,1,2,0,1,1,3,0,0,3,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,3,0,1,0,0,0,0,13.0,13.0,0.784
7,3,3,0,0,4,0,10,7,0,5,1,18,1,2,6,4,1,1,1,0,0,1,0,1,1,0,3,1,1,1,1,2,1,13.8,2.6,0.341
1,3,0,0,1,1,0,4,1,0,2,3,5,0,0,2,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,2,0,23.0,7.0,0.442
1,1,1,3,1,1,0,3,0,0,4,2,3,0,0,3,0,1,1,1,2,1,1,0,1,0,0,3,1,1,0,0,1,0,11.5,3.0,0.59
4,2,1,0,0,0,0,2,0,0,5,0,1,1,0,3,0,1,1,1,0,0,0,0,1,0,0,4,0,1,1,0,1,0,19.0,9.0,0.649
3,5,7,5,2,5,0,6,5,4,6,0,9,2,0,5,0,1,1,1,2,1,1,0,1,1,2,3,0,1,1,0,2,0,32.0,13.125,0.53
7,4,2,2,0,4,1,9,1,0,2,3,21,0,0,3,3,1,1,1,2,0,1,1,1,1,0,2,1,1,0,0,2,1,15.0,4.5,0.456
8,12,13,9,2,12,0,26,7,4,3,11,21,1,0,7,9,1,1,1,3,1,1,0,1,1,1,2,1,1,1,0,1,1,16.222,2.333,0.234
1,2,4,1,0,1,1,1,0,0,3,0,3,0,0,2,0,1,1,1,1,0,1,1,1,0,0,2,0,1,0,0,1,0,19.0,9.0,0.649
0,3,2,3,1,2,0,5,3,0,5,1,5,0,0,3,0,0,1,1,2,1,1,0,1,1,0,2,1,1,0,0,2,0,11.0,5.667,0.492
2,1,1,4,1,1,0,2,3,0,5,3,3,1,0,1,0,1,1,1,1,1,1,0,1,1,0,2,1,1,1,0,1,0,14.0,9.0,0.535
2,2,2,1,1,0,1,2,0,3,5,0,3,1,0,5,0,1,1,1,1,1,0,1,1,0,2,4,0,1,1,0,1,0,14.0,8.5,0.668
3,7,1,2,0,3,0,5,1,1,9,8,6,1,0,7,1,1,1,1,2,0,1,0,1,1,1,5,1,1,1,0,2,1,13.75,8.143,0.667
1,4,1,2,0,4,0,4,0,0,3,0,3,0,0,2,1,1,1,1,2,0,1,0,1,0,0,3,0,1,0,0,1,1,12.5,3.0,0.566
2,3,2,5,2,2,1,10,1,3,10,0,4,0,0,10,1,1,1,1,3,1,1,1,1,1,2,6,0,1,0,0,3,1,14.0,13.0,0.85
4,7,3,3,4,8,0,15,11,0,11,28,25,2,0,14,5,1,1,1,3,1,1,0,1,1,0,5,1,1,1,0,2,1,19.857,4.143,0.48
1,3,0,2,0,2,1,5,4,0,2,1,6,2,2,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,30.0,8.0,0.387
5,5,4,2,2,2,0,8,1,3,11,2,7,1,0,9,0,1,1,1,1,1,1,0,1,1,2,4,1,1,1,0,1,0,15.5,7.75,0.539
12,14,8,10,10,13,0,36,6,8,13,2,9,4,0,24,2,1,1,1,2,1,1,0,1,1,2,6,1,1,1,0,2,1,28.5,9.667,0.487
4,4,5,1,3,5,1,12,1,3,11,2,8,0,0,12,0,1,1,1,1,1,1,1,1,1,2,5,1,1,0,0,1,0,18.0,10.5,0.583
2,10,1,2,2,2,0,8,1,0,10,3,5,1,0,9,0,1,1,1,2,1,1,0,1,1,0,6,1,1,1,0,2,0,18.667,10.0,0.756
8,8,11,5,2,8,0,10,6,3,7,0,6,3,0,9,1,1,1,1,3,1,1,0,1,1,2,3,0,1,1,0,1,1,29.0,13.333,0.455
2,4,2,1,0,3,0,6,3,0,6,0,5,2,1,5,0,1,1,1,1,0,1,0,1,1,0,4,0,1,1,1,2,0,13.0,6.667,0.679
5,5,4,2,1,3,1,6,0,2,5,0,3,3,0,7,0,1,1,1,2,1,1,1,1,0,2,3,0,1,1,0,1,0,48.0,24.0,0.612
1,3,4,0,1,1,0,5,1,0,5,2,3,0,0,5,0,1,1,1,0,1,1,0,1,1,0,5,1,1,0,0,1,0,15.5,9.0,0.762
0,0,3,2,0,0,0,0,1,0,1,2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,11.0,2.0,0.426
2,0,2,2,0,0,0,0,0,1,2,0,2,0,0,2,0,1,0,1,2,0,0,0,0,0,1,2,0,1,0,0,1,0,13.0,9.0,0.784
2,1,0,1,2,0,1,4,0,0,2,0,4,0,0,2,0,1,1,0,1,1,0,1,1,0,0,2,0,1,0,0,2,0,18.0,11.0,0.667
5,2,2,5,1,4,0,10,0,1,3,0,4,3,0,4,0,1,1,1,3,1,1,0,1,0,1,2,0,1,1,0,3,0,14.667,11.083,0.64
1,3,4,3,1,4,0,6,0,0,5,0,5,2,0,4,0,1,1,1,1,1,1,0,1,0,0,2,0,1,1,0,1,0,19.0,13.5,0.459
3,1,6,5,2,2,0,5,1,2,8,1,5,2,0,9,0,1,1,1,3,1,1,0,1,1,2,2,1,1,1,0,2,0,26.0,26.25,0.588
0,1,1,2,1,1,0,2,0,0,1,4,2,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,15.0,6.0,0.548
4,1,3,2,1,0,1,1,0,1,4,0,7,1,0,3,0,1,1,1,1,1,0,1,1,0,1,3,0,1,1,0,1,0,28.0,16.0,0.668
5,9,6,7,1,6,2,11,2,3,10,1,14,4,0,6,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,0,2,1,18.0,8.6,0.373
4,7,7,5,3,3,0,12,2,2,9,2,8,1,0,9,1,1,1,1,3,1,1,0,1,1,1,2,1,1,1,0,2,1,25.333,12.524,0.487
1,1,2,7,1,1,0,4,1,1,7,0,5,0,0,7,1,1,1,1,4,1,1,0,1,1,1,3,0,1,0,0,1,1,13.333,18.881,0.783
1,0,2,2,1,2,0,4,0,0,2,0,2,1,0,4,0,1,0,1,1,1,1,0,1,0,0,2,0,1,1,0,1,0,21.0,5.0,0.463
2,1,0,2,0,1,0,2,1,0,1,1,2,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,7.0,3.0,0.567
0,1,3,1,1,0,0,1,0,0,1,2,2,3,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,16.0,6.0,0.354
1,0,5,1,0,0,0,1,1,1,3,1,2,0,0,3,0,1,0,1,1,0,0,0,1,1,1,2,1,1,0,0,1,0,6.333,2.0,0.487
4,6,4,5,3,5,0,6,4,0,10,3,7,0,1,7,1,1,1,1,2,1,1,0,1,1,0,5,1,1,0,1,2,1,21.333,10.333,0.619
0,2,0,2,0,1,0,4,0,1,2,2,4,1,2,3,1,0,1,0,1,0,1,0,1,0,1,2,1,1,1,1,1,1,12.5,5.0,0.424
3,2,1,1,2,2,0,5,2,0,2,0,2,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,11.5,6.5,0.59
2,1,1,1,1,1,0,1,0,0,1,2,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,14.0,5.0,0.567
3,7,6,2,2,2,0,8,1,2,8,5,3,4,0,9,0,1,1,1,1,1,1,0,1,1,1,3,1,1,1,0,1,0,20.667,6.667,0.359
3,3,2,4,0,6,1,11,0,0,5,0,5,0,1,4,0,1,1,1,1,0,1,1,1,0,0,4,0,1,0,1,2,0,14.667,5.0,0.533
