n_adj,n_adp,n_adv,n_aux,n_cconj,n_det,n_intj,n_noun,n_num,n_part,n_pron,n_propn,n_punct,n_sconj,n_sym,n_verb,n_space,n_uadj,n_uadp,n_uadv,n_uaux,n_ucconj,n_udet,n_uintj,n_unoun,n_unum,n_upart,n_upron,n_upropn,n_upunct,n_usconj,n_usym,n_uverb,n_uspace,a_word_ps,a_bry_ps,corr_ttr
0,1,2,4,0,2,0,5,0,3,4,0,3,2,0,5,0,0,1,1,2,0,1,0,1,0,2,3,0,1,1,0,2,0,15.5,16.5,0.635
1,1,0,1,0,2,1,3,0,0,1,0,2,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,7.0,4.0,0.567
16,12,16,26,16,10,0,29,0,15,33,0,18,7,0,42,1,1,1,1,4,1,1,0,1,0,2,7,0,1,1,0,3,1,16.067,10.267,0.501
1,1,4,3,2,2,0,2,0,0,4,0,2,1,0,3,1,1,1,1,1,1,1,0,1,0,0,2,0,1,1,0,2,1,13.0,11.0,0.693
3,2,7,2,1,1,0,3,1,2,8,0,5,3,0,6,0,1,1,1,2,1,1,0,1,1,1,3,0,1,1,0,1,0,11.0,11.143,0.746
2,3,2,3,0,5,1,17,3,0,3,0,24,0,0,3,3,1,1,1,2,0,1,1,1,1,0,2,0,1,0,0,2,1,16.5,5.75,0.435
1,3,1,2,1,2,0,2,0,1,7,1,7,0,0,7,2,1,1,1,2,1,1,0,1,0,1,4,1,1,0,0,1,1,12.333,8.667,0.581
2,4,11,6,3,4,0,19,1,1,7,2,18,3,0,10,1,1,1,1,1,1,1,0,1,1,1,4,1,1,1,0,1,1,18.2,7.2,0.371
1,2,1,0,2,1,0,3,0,0,0,0,2,0,0,3,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,7.5,0.0,0.183
3,3,2,3,1,3,0,5,0,3,7,0,4,2,0,6,0,1,1,1,3,1,1,0,1,0,1,2,0,1,1,0,1,0,14.0,7.524,0.546
10,15,6,8,4,11,0,25,3,7,25,0,24,1,0,20,11,1,1,1,2,1,1,0,1,1,2,8,0,1,1,0,2,1,15.455,9.182,0.597
3,3,4,6,1,3,0,7,0,1,3,0,7,0,0,3,3,1,1,1,2,1,1,0,1,0,1,3,0,1,0,0,1,1,11.0,6.5,0.533
0,3,0,1,0,0,1,1,0,0,3,0,2,0,0,1,0,0,1,0,1,0,0,1,1,0,0,3,0,1,0,0,1,0,6.0,7.5,0.816
14,6,9,10,6,10,1,23,8,4,18,1,14,7,0,19,7,1,1,1,3,1,1,1,1,1,2,7,1,1,1,0,3,1,22.429,13.429,0.621
8,9,4,12,3,6,0,20,0,2,12,0,11,5,0,7,1,1,1,1,3,1,1,0,1,0,1,5,0,1,1,0,1,1,12.5,10.125,0.566
8,12,5,2,7,8,0,22,0,3,10,0,10,1,0,16,5,1,1,1,1,1,1,0,1,0,1,4,0,1,1,0,1,1,18.167,3.667,0.339
8,7,11,9,6,9,2,17,0,7,22,2,16,3,0,18,4,1,1,1,2,1,1,1,1,0,2,7,1,1,1,0,2,1,11.75,6.917,0.536
5,1,4,5,1,4,0,6,1,2,7,1,6,1,0,7,0,1,1,1,2,1,1,0,1,1,1,4,1,1,1,0,2,0,12.75,5.5,0.594
6,12,9,12,5,3,1,17,3,4,25,0,20,1,0,14,1,1,1,1,3,1,1,1,1,1,2,7,0,1,1,0,1,1,14.778,10.619,0.613
22,17,8,10,8,9,1,30,2,4,36,0,17,1,1,28,3,1,1,1,3,1,1,1,1,1,2,10,0,1,1,1,2,1,17.818,15.909,0.657
7,7,7,9,2,4,0,11,0,3,11,1,7,4,0,7,4,1,1,1,2,1,1,0,1,0,2,3,1,1,1,0,1,1,16.8,9.6,0.463
7,7,7,9,2,4,0,11,0,3,11,1,7,4,0,7,4,1,1,1,2,1,1,0,1,0,2,3,1,1,1,0,1,1,16.8,9.6,0.463
0,0,4,2,0,0,0,1,0,1,5,0,2,1,0,3,0,0,0,1,2,0,0,0,1,0,1,3,0,1,1,0,1,0,9.5,13.0,0.973
1,1,2,3,2,2,0,3,0,1,2,1,4,0,0,2,0,1,1,1,2,1,1,0,1,0,1,2,1,1,0,0,1,0,24.0,27.0,0.866
2,3,4,2,1,2,0,5,0,0,5,0,0,0,0,3,0,1,1,1,1,1,1,0,1,0,0,3,0,0,0,0,3,0,27.0,16.0,0.68
2,0,0,2,1,1,0,1,0,0,1,1,3,0,0,2,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,14.0,6.0,0.378
0,3,1,1,0,2,0,2,0,1,3,2,2,1,0,4,0,0,1,1,1,0,1,0,1,0,1,2,1,1,1,0,1,0,22.0,12.0,0.603
5,7,3,7,4,6,1,11,1,3,12,2,10,2,1,9,4,1,1,1,4,1,1,1,1,1,1,3,1,1,1,1,2,1,12.429,9.429,0.531
10,9,5,10,4,3,0,17,0,2,15,2,15,1,0,17,6,1,1,1,4,1,1,0,1,0,2,7,1,1,1,0,2,1,19.167,15.75,0.725
4,6,5,3,0,2,1,5,0,2,11,0,12,1,0,7,5,1,1,1,2,0,1,1,1,0,1,4,0,1,1,0,2,1,9.143,7.571,0.619
5,11,2,8,2,5,1,17,1,1,9,0,7,0,0,4,5,1,1,1,2,1,1,1,1,1,1,4,0,1,0,0,1,1,15.6,7.2,0.48
3,3,5,2,2,2,0,9,1,2,3,1,8,0,0,8,3,1,1,1,2,1,1,0,1,1,2,1,1,1,0,0,2,1,13.0,8.25,0.49
3,3,2,0,3,1,0,4,3,0,2,0,4,1,0,3,0,1,1,1,0,1,1,0,1,1,0,2,0,1,1,0,1,0,29.0,8.0,0.394
0,0,0,2,0,0,0,1,0,2,3,0,3,1,0,2,1,0,0,0,2,0,0,0,1,0,1,3,0,1,1,0,1,1,7.5,12.5,1.095
1,1,4,1,1,2,0,5,1,1,0,0,2,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,20.0,9.0,0.474
2,1,0,1,0,1,0,5,1,1,1,0,4,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,18.0,18.0,0.833
1,6,2,4,1,5,0,7,0,1,3,0,6,0,0,2,0,1,1,1,2,1,1,0,1,0,1,1,0,1,0,0,1,0,9.5,7.75,0.574
5,3,7,7,2,5,0,5,1,1,12,0,4,1,0,4,0,1,1,1,2,1,1,0,1,1,1,4,0,1,1,0,1,0,14.25,10.25,0.562
8,5,6,5,1,2,0,6,1,0,10,1,5,2,0,8,1,1,1,1,2,1,1,0,1,1,0,4,1,1,1,0,1,1,15.25,6.0,0.453
1,1,2,3,3,2,0,2,1,1,3,1,2,0,0,1,0,1,1,1,2,1,1,0,2,1,1,2,1,1,0,0,1,0,23.0,17.5,0.737
18,11,15,12,8,9,0,39,2,6,4,1,27,3,2,14,3,1,1,1,2,1,1,0,1,1,2,4,1,1,1,1,2,1,14.333,5.833,0.431
2,0,1,3,0,0,0,2,0,0,1,0,2,0,0,0,1,1,0,1,3,0,0,0,1,0,0,1,0,1,0,0,0,1,6.0,6.25,0.816
1,1,0,1,0,1,0,4,0,1,3,0,0,0,0,3,0,1,1,0,1,0,1,0,1,0,1,2,0,0,0,0,2,0,15.0,11.0,0.73
0,2,0,0,3,1,0,5,2,0,1,0,1,0,0,2,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,17.0,2.0,0.343
12,12,7,13,5,6,0,16,0,6,22,0,8,9,0,19,1,1,1,1,4,1,1,0,1,0,2,8,0,1,1,0,3,1,34.0,33.0,0.728
1,1,1,1,1,0,0,2,0,0,2,0,4,0,0,0,0,1,1,1,1,1,0,0,1,0,0,2,0,1,0,0,0,0,6.5,6.5,0.784
2,1,0,2,0,2,0,3,0,1,1,0,2,0,0,1,0,1,1,0,2,0,1,0,1,0,1,1,0,1,0,0,1,0,7.5,8.5,0.913
0,1,1,1,0,1,0,4,1,1,2,0,6,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,9.5,2.0,0.324
0,0,0,2,2,0,0,5,0,2,5,0,6,0,0,5,1,0,0,0,2,1,0,0,1,0,1,3,0,1,0,0,1,1,14.0,11.75,0.668
0,2,0,1,0,1,0,2,0,1,4,0,2,1,0,3,0,0,1,0,1,0,1,0,1,0,1,4,0,1,1,0,1,0,17.0,7.0,0.686
1,5,1,1,2,1,0,3,3,0,1,7,5,0,0,2,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,16.0,4.286,0.375
3,6,6,2,1,3,0,6,0,1,7,1,9,1,0,5,0,1,1,1,2,1,1,0,1,0,1,5,1,1,1,0,2,0,17.0,11.0,0.792
0,2,0,1,0,1,0,3,0,1,1,0,2,1,0,4,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,2,0,8.0,4.5,0.53
5,7,4,6,6,2,0,8,1,4,16,0,8,2,0,18,0,1,1,1,2,1,1,0,1,1,2,8,0,1,1,0,2,0,21.75,19.5,0.834
4,1,3,2,1,1,0,2,0,1,2,5,2,1,0,2,0,1,1,1,2,1,1,0,1,0,1,2,1,1,1,0,2,0,13.5,12.5,0.816
3,1,3,1,1,0,0,3,0,2,3,1,3,1,0,2,2,1,1,1,1,1,0,0,1,0,2,3,1,1,1,0,1,1,8.667,6.333,0.832
1,2,0,2,0,2,0,3,0,1,1,0,1,0,0,1,0,1,1,0,2,0,1,0,1,0,1,1,0,1,0,0,1,0,14.0,8.571,0.567
3,0,2,2,1,1,0,3,0,2,5,1,4,1,0,6,1,1,0,1,2,1,1,0,1,0,2,3,1,1,1,0,2,1,15.5,15.0,0.762
1,0,1,2,0,0,0,0,0,1,4,0,3,1,0,2,1,1,0,1,2,0,0,0,0,0,1,4,0,1,1,0,2,1,8.0,12.0,1.061
3,2,0,2,1,3,0,4,2,1,2,0,2,2,0,2,0,1,1,0,2,1,1,0,1,1,1,1,0,1,1,0,1,0,25.0,21.0,0.566
2,1,1,1,0,2,0,4,0,0,1,2,2,0,0,2,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,9.5,2.0,0.487
4,9,3,4,5,3,1,14,4,4,10,2,11,4,3,15,2,1,1,1,4,1,1,1,1,1,1,3,1,1,1,1,2,1,12.25,5.571,0.5
2,2,1,3,1,1,0,5,0,0,3,2,5,1,0,1,0,1,1,1,2,1,1,0,1,0,0,3,1,1,1,0,1,0,13.0,8.0,0.693
3,5,3,5,2,4,0,15,0,3,11,2,14,2,0,4,4,1,1,1,2,1,1,0,1,0,2,5,1,1,1,0,1,1,10.571,7.0,0.658
3,1,0,0,1,1,0,4,0,0,1,0,4,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,15.0,2.0,0.365
8,4,4,4,0,5,0,16,1,0,8,0,10,1,0,5,2,1,1,1,2,0,1,0,1,1,0,6,0,1,1,0,1,1,13.6,5.2,0.6
2,1,1,2,0,3,0,3,0,3,6,3,3,0,0,6,0,1,1,1,2,0,1,0,1,0,2,3,1,1,0,0,1,0,8.25,8.75,0.615
6,5,11,7,2,4,0,9,1,1,8,0,11,1,0,9,6,1,1,1,2,1,1,0,1,1,1,5,0,1,1,0,2,1,11.571,3.857,0.629
1,3,2,1,0,1,0,6,0,0,1,0,4,1,1,4,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,24.0,8.0,0.433
0,0,2,1,0,1,0,1,1,1,3,2,2,1,0,2,2,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,6.333,5.0,0.649
3,2,2,3,2,4,0,7,1,1,5,2,4,0,0,4,3,1,1,1,2,1,1,0,1,1,1,4,1,1,0,0,1,1,10.75,7.0,0.755
3,3,2,2,1,2,0,6,0,1,9,2,3,2,0,8,0,1,1,1,2,1,1,0,1,0,1,5,1,1,1,0,1,0,22.0,15.0,0.746
3,5,3,4,3,5,0,9,4,0,9,1,11,1,1,4,5,1,1,1,1,1,1,0,1,1,0,4,1,1,1,1,1,1,13.4,6.0,0.518
12,17,13,16,9,8,0,31,8,5,24,3,22,3,1,18,13,1,1,1,4,1,1,0,1,1,2,8,1,1,1,1,2,1,14.571,8.429,0.644
2,5,0,3,1,2,0,2,0,0,2,2,2,0,0,2,0,1,1,0,2,1,1,0,1,0,0,2,1,1,0,0,1,0,11.5,3.0,0.442
0,2,3,0,0,2,0,2,0,0,2,0,2,0,0,3,2,0,1,1,0,0,1,0,1,0,0,2,0,1,0,0,1,1,9.0,2.5,0.5
1,3,0,1,1,1,0,2,0,0,1,2,3,0,0,4,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,9.5,2.0,0.487
5,4,1,8,0,5,0,6,4,1,9,4,5,0,0,8,0,1,1,1,3,0,1,0,1,1,1,5,1,1,0,0,2,0,20.0,12.0,0.73
1,1,1,1,3,0,1,4,2,2,3,0,5,0,0,5,0,1,1,1,1,1,0,1,1,1,2,3,0,1,0,0,2,0,9.667,5.0,0.657
2,5,4,2,1,0,1,6,1,1,6,7,14,1,0,2,0,1,1,1,1,1,0,1,1,1,1,3,1,1,1,0,1,0,18.0,4.0,0.385
5,7,6,5,1,2,0,7,0,0,12,1,2,2,0,5,0,1,1,1,2,1,1,0,1,0,0,4,1,1,1,0,1,0,27.5,13.0,0.477
3,3,0,3,0,0,1,2,4,1,5,0,4,1,0,3,0,1,1,0,1,0,0,1,1,1,1,3,0,1,1,0,1,0,10.0,4.0,0.516
9,17,11,9,3,9,0,29,2,5,16,2,15,2,1,14,4,1,1,1,3,1,1,0,1,1,2,8,1,1,1,1,3,1,14.7,9.0,0.642
1,2,4,2,3,0,0,4,0,1,4,13,15,0,0,3,1,1,1,1,1,1,0,0,1,0,1,4,1,1,0,0,1,1,26.0,6.0,0.49
8,13,2,6,2,9,1,14,2,3,16,10,9,4,0,10,2,1,1,1,1,1,1,1,1,1,2,6,1,1,1,0,1,1,27.75,15.25,0.537
3,2,1,0,0,1,0,3,1,0,5,2,8,0,0,3,0,1,1,1,0,0,1,0,1,1,0,3,1,1,0,0,1,0,9.667,3.333,0.525
12,10,1,10,3,4,0,13,7,1,20,0,14,2,0,10,0,1,1,1,1,1,1,0,1,1,1,7,0,1,1,0,2,0,10.7,6.1,0.547
2,0,2,1,0,0,2,3,1,0,4,0,6,0,0,3,1,1,0,1,1,0,0,1,1,1,0,3,0,1,0,0,1,1,8.333,4.0,0.707
9,17,5,7,7,11,0,29,2,3,18,7,22,5,0,12,0,1,1,1,2,1,1,0,1,1,2,8,1,1,1,0,2,0,12.833,4.333,0.57
4,5,3,5,1,4,0,13,3,0,11,0,3,3,0,7,0,1,1,1,2,1,1,0,1,1,0,6,0,1,1,0,2,0,15.5,11.0,0.808
3,5,0,4,5,3,0,9,2,1,7,4,11,0,0,5,0,1,1,0,3,1,1,0,1,1,1,4,1,1,0,0,1,0,19.0,11.0,0.749
4,4,2,5,1,2,1,4,0,0,5,2,4,2,0,1,0,1,1,1,1,1,1,1,1,0,0,3,1,1,1,0,1,0,9.25,6.0,0.581
1,4,0,4,1,4,0,6,0,2,4,0,3,1,0,5,2,1,1,0,2,1,1,0,1,0,1,1,0,1,1,0,2,1,18.5,19.5,0.581
9,14,3,5,4,9,0,25,0,3,10,7,14,3,0,17,0,1,1,1,2,1,1,0,1,0,1,4,1,1,1,0,2,0,61.5,13.0,0.319
12,16,4,11,6,6,1,23,6,7,27,6,25,3,0,20,3,1,1,1,3,1,1,1,1,1,2,11,1,1,1,0,3,1,19.444,12.556,0.802
7,7,3,5,2,3,0,5,4,0,10,0,10,1,0,5,3,1,1,1,2,1,1,0,1,1,0,4,0,1,1,0,1,1,16.25,7.25,0.526
4,1,1,4,2,3,0,6,2,0,5,1,3,2,0,5,0,1,1,1,1,1,1,0,1,1,0,2,1,1,1,0,1,0,13.0,6.0,0.453
1,1,1,2,1,0,0,2,1,0,3,0,2,0,0,1,0,1,1,1,2,1,0,0,1,1,0,2,0,1,0,0,1,0,7.5,4.5,0.73
1,3,0,4,1,2,0,6,4,0,6,0,3,2,0,3,1,1,1,0,1,1,1,0,1,1,0,3,0,1,1,0,2,1,18.0,9.0,0.471
4,2,1,1,1,1,1,3,0,0,3,0,4,0,0,2,1,1,1,1,1,1,1,1,1,0,0,3,0,1,0,0,1,1,12.0,6.5,0.722
3,1,2,1,0,3,0,5,2,1,4,3,6,0,0,4,2,1,1,1,1,0,1,0,1,1,1,4,1,1,0,0,1,1,12.333,3.333,0.697
1,1,0,1,0,1,0,2,0,1,3,0,2,0,0,2,1,1,1,0,1,0,1,0,1,0,1,2,0,1,0,0,1,1,15.0,18.0,0.913
2,2,1,3,1,2,0,5,1,2,4,2,3,0,0,3,0,1,1,1,2,1,1,0,1,1,2,4,1,1,0,0,1,0,10.333,7.0,0.762
3,4,2,10,1,1,0,8,8,2,15,5,13,3,0,11,5,1,1,1,3,1,1,0,1,1,1,6,1,1,1,0,1,1,15.167,9.167,0.593
2,8,0,2,2,4,0,6,3,0,3,6,3,0,0,5,1,1,1,0,1,1,1,0,1,1,0,2,1,1,0,0,1,1,15.0,3.333,0.422
1,3,2,2,1,0,0,4,3,1,6,0,4,2,0,3,0,1,1,1,1,1,0,0,1,1,1,4,0,1,1,0,1,0,16.0,7.0,0.625
0,2,6,2,2,0,0,2,1,1,2,0,2,0,0,2,0,0,1,1,1,1,0,0,1,1,1,2,0,1,0,0,1,0,7.333,6.667,0.754
4,8,4,1,5,9,0,19,0,2,13,1,9,2,0,13,0,1,1,1,1,1,1,0,1,0,1,8,1,1,1,0,3,0,15.0,9.0,0.745
4,2,3,6,2,1,2,3,3,3,11,0,8,2,0,8,0,1,1,1,3,1,1,1,1,1,2,6,0,1,1,0,1,0,14.5,12.438,0.836
1,0,2,3,0,1,0,4,1,2,5,0,2,1,0,5,1,1,0,1,2,0,1,0,1,1,2,2,0,1,1,0,2,1,14.0,16.5,0.802
6,8,8,5,1,8,0,12,1,2,16,1,8,0,0,9,3,1,1,1,3,1,1,0,1,1,1,7,1,1,0,0,2,1,17.6,9.6,0.678
0,2,2,2,1,2,0,4,2,0,4,0,4,0,0,3,0,0,1,1,1,1,1,0,1,1,0,3,0,1,0,0,1,0,13.0,6.0,0.555
10,19,13,8,5,9,2,34,4,5,30,1,35,4,2,35,15,1,1,1,3,1,1,1,1,1,2,9,1,1,1,1,5,1,16.357,9.571,0.654
4,1,1,0,1,2,0,3,3,0,2,3,5,0,2,2,0,1,1,1,0,1,1,0,1,1,0,2,1,1,0,1,1,0,13.5,3.0,0.408
0,2,3,1,1,1,0,3,1,1,3,0,4,0,0,4,0,0,1,1,1,1,1,0,1,1,1,3,0,1,0,0,1,0,6.0,3.5,0.722
0,1,1,1,1,1,0,0,0,0,1,6,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,14.0,2.0,0.378
2,1,2,4,2,1,0,2,0,2,6,4,5,0,0,5,1,1,1,1,2,1,1,0,1,0,2,2,1,1,0,0,1,1,9.25,9.75,0.697
9,11,4,7,2,10,0,21,1,2,16,4,10,2,0,13,5,1,1,1,3,1,1,0,1,1,2,8,1,1,1,0,1,1,19.5,8.667,0.719
2,3,1,3,1,1,0,2,2,0,5,0,3,0,0,2,0,1,1,1,1,1,1,0,1,1,0,3,0,1,0,0,1,0,8.333,5.333,0.707
2,2,1,0,2,2,0,3,1,1,2,2,2,0,0,3,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,12.0,7.0,0.289
1,3,0,2,1,1,0,3,1,2,2,0,2,0,0,2,0,1,1,0,1,1,1,0,1,1,2,2,0,1,0,0,1,0,20.0,15.0,0.791
1,3,4,0,1,2,0,2,0,0,4,7,3,0,0,3,0,1,1,1,0,1,1,0,1,0,0,2,1,1,0,0,1,0,15.0,4.5,0.387
0,2,2,3,3,3,0,5,2,2,2,17,14,1,0,4,0,0,1,1,2,1,1,0,1,1,2,2,1,1,1,0,1,0,9.667,3.333,0.464
0,1,1,5,0,1,0,2,2,1,8,0,4,1,0,3,0,0,1,1,2,0,1,0,1,1,1,5,0,1,1,0,1,0,7.25,6.75,0.919
1,1,1,1,0,0,0,2,2,0,0,2,3,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,7.0,3.5,0.378
1,2,2,3,2,3,0,4,0,0,5,6,4,1,0,5,0,1,1,1,1,1,1,0,1,0,0,4,1,1,1,0,2,0,19.0,19.5,0.688
0,1,0,0,0,1,0,2,0,0,1,2,4,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,6.5,1.0,0.392
0,1,0,0,0,2,0,1,0,0,1,4,4,0,2,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,15.0,2.0,0.365
4,5,2,5,0,2,1,5,1,3,4,0,5,1,0,6,1,1,1,1,2,0,1,1,1,1,2,3,0,1,1,0,1,1,11.25,6.25,0.527
2,1,1,2,1,2,0,3,0,0,2,2,4,0,1,1,0,1,1,1,2,1,1,0,1,0,0,2,1,1,0,1,1,0,21.0,13.0,0.617
0,1,0,0,1,0,2,3,0,1,3,0,5,0,0,2,1,0,1,0,0,1,0,1,1,0,1,3,0,1,0,0,1,1,9.0,7.0,0.833
0,8,0,4,2,0,0,1,7,0,5,3,5,0,0,7,2,0,1,0,1,1,0,0,1,1,0,3,1,1,0,0,1,1,8.8,4.0,0.533
2,3,2,1,1,1,1,4,0,0,5,2,3,0,0,3,1,1,1,1,1,1,1,1,1,0,0,5,1,1,0,0,1,1,14.5,6.0,0.788
1,5,3,5,0,1,0,7,3,1,6,1,7,0,0,5,2,1,1,1,2,0,1,0,1,1,1,2,1,1,0,0,1,1,9.4,2.8,0.413
3,6,5,4,2,1,0,8,1,3,11,1,4,3,0,10,0,1,1,1,2,1,1,0,1,1,2,4,1,1,1,0,1,0,15.5,11.5,0.629
3,2,1,5,0,2,0,2,1,2,4,2,3,1,0,2,0,1,1,1,3,0,1,0,1,1,2,3,1,1,1,0,1,0,10.0,7.0,0.775
7,12,15,8,3,7,0,14,2,2,24,0,21,4,0,17,10,1,1,1,3,1,1,0,1,1,2,9,0,1,1,0,2,1,14.6,8.2,0.761
3,4,6,5,1,2,0,2,0,1,7,10,17,1,0,8,7,1,1,1,3,1,1,0,1,0,1,3,1,1,1,0,1,1,12.333,5.333,0.493
30,24,23,22,11,16,1,37,9,10,52,2,39,7,1,40,20,1,1,1,5,1,1,1,1,1,2,9,1,1,1,1,2,1,16.333,11.083,0.535
0,0,0,0,0,2,0,2,0,0,0,2,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,6.0,0.0,0.204
1,2,0,2,0,1,0,2,2,0,3,0,3,0,0,2,0,1,1,0,1,0,1,0,1,1,0,2,0,1,0,0,1,0,6.0,3.333,0.667
6,16,5,11,3,13,0,25,7,0,24,1,13,1,0,11,6,1,1,1,3,1,1,0,1,1,0,9,1,1,1,0,2,1,17.75,9.375,0.653
0,2,1,2,0,1,0,2,0,1,4,0,1,1,0,4,0,0,1,1,1,0,1,0,1,0,1,2,0,1,1,0,1,0,19.0,27.0,0.649
1,3,0,4,2,3,0,6,0,0,7,0,3,3,0,4,0,1,1,0,3,1,1,0,1,0,0,3,0,1,1,0,1,0,12.0,10.19,0.589
2,2,0,3,1,1,1,6,0,2,3,0,5,0,0,3,2,1,1,0,1,1,1,1,1,0,1,2,0,1,0,0,1,1,31.0,20.0,0.508
9,5,13,10,3,1,1,6,0,6,17,0,10,2,0,15,1,1,1,1,2,1,1,1,1,0,2,7,0,1,1,0,1,1,11.0,7.778,0.64
2,0,3,2,1,0,0,2,1,0,2,0,0,0,0,1,0,1,0,1,2,1,0,0,1,1,0,2,0,0,0,0,1,0,14.0,12.0,0.945
0,3,1,0,1,1,0,5,0,5,2,1,8,1,0,11,5,0,1,1,0,1,1,0,1,0,1,2,1,1,1,0,1,1,21.5,3.0,0.216
4,3,2,0,2,3,0,5,0,1,2,0,3,0,0,2,1,1,1,1,0,1,1,0,1,0,1,2,0,1,0,0,2,1,14.0,2.0,0.401
4,6,4,5,3,5,0,14,1,3,3,0,10,0,0,5,4,1,1,1,1,1,1,0,1,1,2,2,0,1,0,0,1,1,11.167,4.333,0.346
2,5,5,1,1,0,0,6,0,1,9,0,6,1,0,8,2,1,1,1,1,1,0,0,1,0,1,3,0,1,1,0,3,1,11.75,6.75,0.516
2,4,0,1,0,1,0,4,0,0,2,2,1,0,0,2,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,19.0,11.0,0.487
2,3,2,2,1,2,0,5,0,1,4,1,4,1,0,3,0,1,1,1,1,1,1,0,1,0,1,3,1,1,1,0,2,0,15.5,11.0,0.762
0,1,1,3,0,1,0,3,0,1,5,0,4,1,0,4,0,0,1,1,3,0,1,0,1,0,1,4,0,1,1,0,1,0,12.0,14.0,1.155
2,0,2,2,0,2,1,4,0,0,4,0,4,1,0,2,0,1,0,1,1,0,1,1,1,0,0,3,0,1,1,0,2,0,12.0,8.0,0.866
1,1,0,1,1,0,0,1,0,0,1,0,4,0,0,2,2,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,4.667,0.667,0.378
5,4,7,5,2,3,0,6,0,1,8,0,7,0,0,3,0,1,1,1,2,1,1,0,1,0,1,6,0,1,0,0,2,0,17.0,17.667,0.891
11,7,10,10,7,10,0,27,2,0,12,4,28,2,1,12,4,1,1,1,2,1,1,0,1,1,0,6,1,1,1,1,3,1,29.2,16.0,0.468
2,3,4,1,4,1,0,10,0,0,4,0,6,0,0,6,4,1,1,1,1,1,1,0,1,0,0,3,0,1,0,0,2,1,9.0,6.2,0.632
3,5,0,6,2,5,0,8,0,0,5,5,3,2,0,4,1,1,1,0,2,1,1,0,1,0,0,5,1,1,1,0,2,1,16.333,7.0,0.606
2,8,2,1,2,4,0,9,0,0,4,7,7,0,0,5,3,1,1,1,1,1,1,0,1,0,0,4,1,1,0,0,3,1,13.5,3.75,0.577
7,3,6,6,1,3,0,7,0,1,8,2,6,3,1,5,0,1,1,1,2,1,1,0,1,0,1,7,1,1,1,1,2,0,19.333,11.333,0.836
10,9,8,9,5,2,0,11,3,0,5,4,10,1,0,8,5,1,1,1,2,1,1,0,1,1,0,4,1,1,1,0,1,1,17.8,2.2,0.375
0,5,0,1,0,3,0,6,0,0,4,3,4,1,1,4,1,0,1,0,1,0,1,0,1,0,0,2,1,1,1,1,1,1,16.0,11.0,0.375
3,1,1,1,2,1,0,2,0,1,3,5,5,2,1,4,2,1,1,1,1,1,1,0,1,0,1,2,1,1,1,1,1,1,11.0,4.333,0.492
2,4,0,3,0,3,0,2,3,1,5,2,2,2,0,3,1,1,1,0,1,0,1,0,1,1,1,2,1,1,1,0,3,1,16.5,13.0,0.615
2,2,1,1,0,2,0,4,0,0,1,0,2,1,0,1,2,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,9.5,1.0,0.324
2,5,1,0,2,4,0,9,0,1,3,1,6,0,0,4,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,3,0,12.667,13.333,0.574
5,3,2,1,0,3,0,6,1,0,2,0,3,0,0,3,2,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,10.667,2.0,0.375
2,3,0,2,2,1,0,7,2,0,8,0,6,1,0,8,4,1,1,0,1,1,1,0,1,1,0,5,0,1,1,0,3,1,11.5,11.0,0.938
1,1,6,6,0,0,0,2,1,5,8,0,3,2,0,9,1,1,1,1,1,0,0,0,1,1,1,5,0,1,1,0,1,1,22.5,9.5,0.527
2,4,1,2,2,2,0,8,1,1,3,5,8,0,0,2,2,1,1,1,2,1,1,0,1,1,1,2,1,1,0,0,2,1,14.333,11.667,0.647
