n_adj,n_adp,n_adv,n_aux,n_cconj,n_det,n_intj,n_noun,n_num,n_part,n_pron,n_propn,n_punct,n_sconj,n_sym,n_verb,n_space,n_uadj,n_uadp,n_uadv,n_uaux,n_ucconj,n_udet,n_uintj,n_unoun,n_unum,n_upart,n_upron,n_upropn,n_upunct,n_usconj,n_usym,n_uverb,n_uspace,a_word_ps,a_bry_ps,corr_ttr
1,2,0,3,0,1,0,3,3,0,5,0,2,0,0,1,2,1,1,0,2,0,1,0,1,1,0,3,0,1,0,0,1,1,11.5,7.5,0.737
1,3,0,1,1,0,0,3,0,0,2,0,1,1,0,3,0,1,1,0,1,1,0,0,1,0,0,2,0,1,1,0,1,0,16.0,6.0,0.707
6,18,11,4,6,12,0,26,19,5,15,22,34,3,0,14,20,1,1,1,3,1,1,0,1,1,2,6,1,1,1,0,2,1,10.75,4.487,0.482
3,1,1,2,1,3,0,5,0,0,3,2,2,1,0,1,2,1,1,1,1,1,1,0,1,0,0,2,1,1,1,0,1,1,13.5,3.0,0.408
3,2,1,4,2,2,0,6,0,2,6,0,1,0,0,3,0,1,1,1,2,1,1,0,1,0,1,2,0,1,0,0,1,0,16.0,5.0,0.375
5,6,1,3,5,6,1,14,2,6,7,0,4,1,0,12,0,1,1,1,2,1,1,1,1,1,2,4,0,1,1,0,2,0,24.333,12.333,0.579
3,5,4,2,1,3,0,3,3,2,5,0,3,0,0,3,1,1,1,1,2,1,1,0,1,1,1,3,0,1,0,0,1,1,12.667,8.0,0.574
1,5,2,5,1,2,0,4,0,1,7,0,5,1,0,3,0,1,1,1,3,1,1,0,1,0,1,3,0,1,1,0,1,0,18.5,13.5,0.581
3,3,0,0,0,3,0,3,1,0,1,4,2,0,1,2,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,11.5,1.0,0.295
2,2,0,1,1,1,0,2,2,0,4,1,6,0,0,1,1,1,1,0,1,1,1,0,1,1,0,3,1,1,0,0,1,1,11.5,5.0,0.59
0,0,0,1,0,0,0,0,0,1,3,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,1,0,0,1,0,11.0,17.0,0.853
4,6,2,5,0,6,0,9,3,0,5,0,7,0,0,6,0,1,1,1,2,0,1,0,1,1,0,2,0,1,0,0,2,0,25.0,5.0,0.3
7,8,2,10,2,6,2,11,2,2,12,0,15,2,0,8,1,1,1,1,3,1,1,1,1,1,1,3,0,1,1,0,2,1,29.333,12.833,0.377
0,0,1,2,0,0,0,2,0,2,0,2,2,1,0,3,0,0,0,1,1,0,0,0,1,0,2,0,1,1,1,0,1,0,7.5,5.5,0.548
3,3,2,2,2,3,0,3,1,3,4,0,3,0,0,3,1,1,1,1,1,1,1,0,1,1,2,2,0,1,0,0,1,1,11.0,8.0,0.492
0,0,2,0,1,0,1,1,0,1,0,0,2,0,0,3,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,5.5,0.0,0.213
2,1,0,0,0,1,0,7,10,0,1,1,2,0,0,0,18,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,21.5,1.0,0.216
0,2,2,3,0,0,0,0,0,0,3,1,1,1,0,3,0,0,1,1,1,0,0,0,0,0,0,2,1,1,1,0,1,0,16.0,8.0,0.354
3,2,1,1,3,1,0,2,2,0,2,0,4,0,0,2,0,1,1,1,1,1,1,0,1,1,0,2,0,1,0,0,1,0,23.0,4.0,0.442
1,1,2,1,1,0,0,2,1,0,3,0,2,0,0,1,1,1,1,1,1,1,0,0,1,1,0,3,0,1,0,0,1,1,16.0,11.0,0.884
2,3,8,6,2,4,1,6,1,5,9,0,11,3,1,6,1,1,1,1,3,1,1,1,1,1,2,5,0,1,1,1,1,1,22.667,23.333,0.772
0,0,0,0,1,1,0,2,0,0,3,2,4,0,0,3,1,0,0,0,0,1,1,0,1,0,0,2,1,1,0,0,2,1,8.0,4.0,0.53
1,6,3,5,1,1,0,2,2,1,7,0,3,2,0,4,2,1,1,1,1,1,1,0,1,1,1,3,0,1,1,0,1,1,13.333,8.667,0.447
1,1,1,0,1,1,0,1,1,1,2,0,4,0,0,1,0,1,1,1,0,1,1,0,1,1,1,2,0,1,0,0,1,0,15.0,10.0,0.548
2,3,0,2,1,1,0,5,0,1,4,1,4,1,0,1,0,1,1,0,2,1,1,0,1,0,1,4,1,1,1,0,1,0,26.0,17.0,0.832
2,3,3,5,1,6,0,9,0,2,10,4,6,3,0,7,1,1,1,1,2,1,1,0,1,0,1,5,1,1,1,0,1,1,20.333,11.667,0.634
1,2,0,1,0,3,0,7,0,0,3,0,4,0,0,5,0,1,1,0,1,0,1,0,1,0,0,2,0,1,0,0,1,0,13.0,4.5,0.555
3,7,4,0,0,4,0,11,2,0,4,2,7,1,0,5,3,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,2,1,13.25,3.25,0.291
1,6,3,6,5,3,0,16,3,3,6,3,7,1,0,10,4,1,1,1,4,1,1,0,1,1,2,2,1,1,1,0,1,1,15.2,7.05,0.568
2,2,2,3,1,0,0,3,1,0,2,0,2,1,0,0,1,1,1,1,2,1,0,0,1,1,0,2,0,1,1,0,0,1,10.0,2.0,0.474
0,2,0,2,0,2,0,3,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,13.0,8.0,0.588
3,2,3,5,1,1,0,2,0,2,6,0,3,3,0,3,2,1,1,1,2,1,1,0,1,0,1,4,0,1,1,0,1,1,12.0,13.333,0.707
0,2,4,1,2,2,0,4,2,0,2,2,3,0,0,1,0,0,1,1,1,1,1,0,1,1,0,2,1,1,0,0,1,0,8.333,2.0,0.566
1,1,3,2,1,3,0,1,0,0,1,2,2,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,9.0,5.5,0.5
5,1,3,3,1,0,0,3,0,2,2,1,3,0,0,2,2,1,1,1,2,1,0,0,1,0,2,2,1,1,0,0,1,1,9.333,5.333,0.668
7,6,7,5,1,3,0,11,0,2,6,0,7,3,1,10,1,1,1,1,1,1,1,0,1,0,1,5,0,1,1,1,1,1,34.5,12.0,0.596
6,7,1,3,3,5,0,12,1,0,10,1,7,1,0,5,4,1,1,1,1,1,1,0,1,1,0,5,1,1,1,0,2,1,16.5,7.0,0.522
0,0,1,5,1,0,0,1,1,0,3,0,0,2,0,1,0,0,0,1,3,1,0,0,1,1,0,2,0,0,1,0,1,0,15.0,23.571,0.913
8,9,0,5,2,11,0,16,2,3,5,7,15,1,1,11,2,1,1,0,2,1,1,0,1,1,1,4,1,1,1,1,1,1,48.5,8.0,0.359
5,3,10,3,3,2,0,9,0,1,1,6,9,1,0,7,6,1,1,1,2,1,1,0,1,0,1,1,1,1,1,0,2,1,9.429,1.857,0.348
2,5,2,2,2,3,0,10,0,3,4,4,9,1,0,5,4,1,1,1,2,1,1,0,1,0,2,4,1,1,1,0,1,1,14.0,7.25,0.661
4,1,8,5,3,1,1,14,0,3,10,0,9,1,0,10,1,1,1,1,4,1,1,1,1,0,2,4,0,1,1,0,3,1,14.2,11.15,0.671
0,1,1,1,1,0,0,3,0,1,2,0,1,0,0,3,0,0,1,1,1,1,0,0,1,0,1,2,0,1,0,0,2,0,14.0,6.0,0.567
0,1,0,1,0,1,0,2,1,0,1,1,1,0,0,2,4,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,8.0,5.5,0.53
11,16,12,21,10,7,0,30,0,6,31,0,13,7,0,24,0,1,1,1,3,1,1,0,1,0,2,8,0,1,1,0,2,0,15.667,12.479,0.619
14,8,10,9,4,9,0,20,3,3,17,1,14,7,0,16,2,1,1,1,4,1,1,0,1,1,1,8,1,1,1,0,2,1,15.222,7.556,0.725
3,6,5,4,2,7,0,15,0,0,14,2,16,1,6,12,6,1,1,1,2,1,1,0,1,0,0,6,1,1,1,1,1,1,13.571,6.939,0.508
16,12,11,13,9,14,0,31,0,4,20,6,29,1,0,14,2,1,1,1,3,1,1,0,1,0,2,6,1,1,1,0,2,1,22.875,14.161,0.575
1,0,1,2,0,1,0,1,0,0,1,0,3,0,0,1,0,1,0,1,2,0,1,0,1,0,0,1,0,1,0,0,1,0,11.0,9.0,0.64
10,20,4,20,1,11,0,18,2,2,40,0,19,2,0,23,4,1,1,1,3,1,1,0,1,1,1,7,0,1,1,0,1,1,13.462,9.923,0.481
12,11,19,20,14,10,0,24,2,1,37,0,16,2,0,22,6,1,1,1,4,1,1,0,1,1,1,10,0,1,1,0,2,1,24.5,22.179,0.657
6,7,13,11,2,6,0,16,4,3,22,5,24,1,5,16,2,1,1,1,4,1,1,0,1,1,1,8,1,1,1,1,3,1,15.333,9.444,0.662
8,9,13,7,6,8,0,20,5,2,15,0,12,6,0,15,4,1,1,1,3,1,1,0,1,1,1,5,0,1,1,0,2,1,21.667,13.762,0.496
11,23,14,28,13,10,1,29,3,5,64,0,39,6,0,48,4,1,1,1,6,1,1,1,1,1,2,12,0,1,1,0,3,1,14.19,10.718,0.737
2,7,4,4,1,4,0,11,0,1,8,0,7,3,0,11,4,1,1,1,2,1,1,0,1,0,1,5,0,1,1,0,1,1,11.167,7.292,0.691
1,4,0,2,0,1,0,3,0,1,7,0,3,1,0,5,2,1,1,0,1,0,1,0,1,0,1,5,0,1,1,0,1,1,15.0,12.5,0.904
8,9,5,7,2,6,0,11,0,5,20,5,22,3,0,12,1,1,1,1,4,1,1,0,1,0,2,7,1,1,1,0,2,1,14.25,11.875,0.728
5,5,9,12,3,2,2,9,2,4,21,0,17,2,0,13,9,1,1,1,3,1,1,1,1,1,2,8,0,1,1,0,1,1,10.455,7.909,0.725
8,6,11,12,7,6,0,9,3,1,19,1,10,3,0,10,0,1,1,1,2,1,1,0,1,1,1,9,1,1,1,0,1,0,13.25,9.25,0.755
8,12,10,16,4,17,0,20,2,3,24,0,19,7,0,16,2,1,1,1,4,1,1,0,1,1,1,7,0,1,1,0,2,1,16.0,12.357,0.671
12,8,4,10,4,9,2,26,2,3,19,7,24,3,2,16,1,1,1,1,3,1,1,1,1,1,2,6,1,1,1,1,1,1,13.818,6.364,0.516
1,1,3,1,1,1,0,3,1,0,0,1,2,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,16.0,2.0,0.354
5,4,5,2,1,4,0,10,0,2,13,0,8,2,0,11,1,1,1,1,2,1,1,0,1,0,1,7,0,1,1,0,3,1,22.667,19.333,0.857
7,12,5,14,4,9,0,17,0,2,28,1,17,5,0,23,2,1,1,1,5,1,1,0,1,0,1,8,1,1,1,0,1,1,16.222,12.746,0.702
7,10,10,8,3,7,0,17,0,2,20,2,15,5,0,13,1,1,1,1,3,1,1,0,1,0,2,7,1,1,1,0,2,1,24.0,16.6,0.645
18,22,12,18,6,20,0,47,3,19,45,0,32,5,0,37,2,1,1,1,4,1,1,0,1,1,2,12,0,1,1,0,3,1,16.824,11.338,0.669
7,17,13,10,0,8,0,20,1,5,24,3,19,3,0,15,4,1,1,1,4,0,1,0,1,1,2,7,1,1,1,0,2,1,16.556,12.167,0.637
6,6,5,18,8,6,0,19,1,10,37,0,18,6,0,30,2,1,1,1,6,1,1,0,1,1,2,8,0,1,1,0,1,1,21.5,22.299,0.755
10,28,11,17,8,9,1,33,0,7,46,0,29,14,0,36,3,1,1,1,4,1,1,1,1,0,2,7,0,1,1,0,3,1,19.385,14.692,0.49
3,10,4,9,4,10,0,19,0,4,16,1,11,3,0,14,2,1,1,1,4,1,1,0,1,0,2,6,1,1,1,0,2,1,27.25,20.393,0.677
8,14,10,11,4,11,0,23,4,2,27,0,16,1,0,12,3,1,1,1,3,1,1,0,1,1,2,9,0,1,1,0,1,1,11.231,7.967,0.702
1,3,6,1,2,3,0,6,0,3,11,0,9,2,0,10,0,1,1,1,1,1,1,0,1,0,1,6,0,1,1,0,1,0,19.0,7.0,0.656
13,19,7,10,5,11,0,17,0,1,18,8,18,6,1,19,6,1,1,1,3,1,1,0,1,0,1,6,1,1,1,1,1,1,22.286,10.143,0.51
7,4,6,10,2,3,0,12,0,1,10,3,8,5,0,12,1,1,1,1,3,1,1,0,1,0,1,7,1,1,1,0,1,1,16.8,11.2,0.694
2,1,0,0,0,1,0,2,0,1,0,0,4,0,0,2,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,14.0,0.0,0.189
4,7,3,6,5,7,0,15,0,2,15,2,11,3,0,15,4,1,1,1,3,1,1,0,1,0,1,7,1,1,1,0,1,1,14.143,11.653,0.782
1,5,2,6,1,1,1,4,0,4,11,0,8,1,1,11,2,1,1,1,4,1,1,1,1,0,1,6,0,1,1,1,1,1,29.0,22.5,0.836
0,1,2,4,0,1,1,5,0,1,6,0,7,1,0,3,1,0,1,1,2,0,1,1,1,0,1,5,0,1,1,0,1,1,16.5,15.0,0.985
2,2,2,4,1,3,1,5,0,1,7,1,10,2,0,7,2,1,1,1,3,1,1,1,1,0,1,3,1,1,1,0,1,1,24.5,20.0,0.505
10,10,8,13,6,5,0,20,1,4,20,2,21,4,1,14,6,1,1,1,4,1,1,0,1,1,2,6,1,1,1,1,1,1,15.778,10.556,0.593
10,8,9,14,5,6,1,14,0,2,24,0,15,6,0,14,2,1,1,1,3,1,1,1,1,0,2,7,0,1,1,0,3,1,11.818,9.432,0.682
7,16,11,19,9,9,2,18,0,9,30,2,36,4,0,34,6,1,1,1,4,1,1,1,1,0,2,5,1,1,1,0,1,1,13.933,9.867,0.44
17,18,16,26,8,16,0,41,3,10,40,4,39,6,0,39,7,1,1,1,3,1,1,0,1,1,2,14,1,1,1,0,2,1,17.0,11.882,0.707
10,10,5,1,5,12,0,18,3,2,16,1,16,2,0,15,2,1,1,1,1,1,1,0,1,1,1,6,1,1,1,0,4,1,19.667,8.833,0.586
6,5,5,7,4,3,0,9,0,0,12,0,8,2,0,7,0,1,1,1,3,1,1,0,1,0,0,6,0,1,1,0,1,0,22.667,16.667,0.686
18,24,20,17,15,9,0,45,2,6,44,3,27,7,0,38,4,1,1,1,4,1,1,0,1,1,2,10,1,1,1,0,2,1,17.375,11.145,0.636
1,2,3,2,1,2,0,5,1,0,4,1,4,0,0,3,0,1,1,1,2,1,1,0,1,1,0,3,1,1,0,0,1,0,9.667,4.667,0.657
2,1,0,1,0,1,0,4,0,0,4,0,4,0,0,2,2,1,1,0,1,0,1,0,1,0,0,3,0,1,0,0,1,1,21.0,14.0,0.772
1,1,1,2,0,0,0,1,0,1,2,0,3,0,0,2,0,1,1,1,2,0,0,0,1,0,1,2,0,1,0,0,2,0,14.0,17.0,0.756
6,6,3,2,1,5,0,12,2,2,6,5,9,2,0,7,3,1,1,1,2,1,1,0,1,1,1,5,1,1,1,0,1,1,35.5,7.5,0.504
0,0,0,2,0,1,0,2,0,0,2,0,2,0,0,2,0,0,0,0,2,0,1,0,1,0,0,2,0,1,0,0,1,0,5.5,6.5,0.853
6,5,0,3,3,7,0,14,0,0,4,1,4,1,0,9,0,1,1,0,2,1,1,0,1,0,0,2,1,1,1,0,2,0,14.25,11.25,0.468
0,1,1,1,0,1,0,1,1,0,2,0,1,1,0,2,0,0,1,1,1,0,1,0,1,1,0,2,0,1,1,0,1,0,12.0,8.0,0.612
1,2,0,1,1,1,1,3,0,2,3,0,4,0,0,3,2,1,1,0,1,1,1,1,1,0,2,3,0,1,0,0,1,1,12.0,10.0,0.722
1,1,0,1,0,1,0,2,0,0,3,0,2,0,0,2,0,1,1,0,1,0,1,0,1,0,0,2,0,1,0,0,1,0,13.0,21.0,0.784
20,30,20,25,8,22,0,53,4,6,34,13,54,8,2,35,18,1,1,1,5,1,1,0,1,1,2,9,1,1,1,1,2,1,20.412,10.221,0.531
2,1,0,4,0,2,0,6,0,0,7,0,4,2,0,3,0,1,1,0,2,0,1,0,1,0,0,5,0,1,1,0,3,0,7.75,9.0,1.016
1,1,0,2,0,0,0,1,0,0,3,0,2,0,0,3,0,1,1,0,2,0,0,0,1,0,0,2,0,1,0,0,1,0,6.5,8.0,0.784
1,4,0,2,0,1,0,4,0,1,4,0,2,0,0,3,0,1,1,0,2,0,1,0,1,0,1,3,0,1,0,0,1,0,11.0,12.375,0.905
4,7,4,2,3,7,1,10,2,0,16,0,7,1,0,10,0,1,1,1,1,1,1,1,1,1,0,9,0,1,1,0,2,0,37.0,24.0,0.904
3,4,1,2,2,2,1,12,1,2,11,2,10,1,0,8,2,1,1,1,2,1,1,1,1,1,2,6,1,1,1,0,2,1,21.333,24.0,0.884
4,4,2,8,1,7,1,12,0,4,11,0,7,0,0,8,1,1,1,1,3,1,1,1,1,0,2,5,0,1,0,0,2,1,10.0,11.571,0.761
4,15,0,6,2,7,0,21,1,3,17,0,10,1,0,10,4,1,1,0,3,1,1,0,1,1,2,5,0,1,1,0,1,1,25.25,19.25,0.563
25,37,9,18,8,14,0,70,6,13,33,6,44,6,0,44,16,1,1,1,4,1,1,0,1,1,2,5,1,1,1,0,2,1,17.45,7.862,0.341
1,1,1,2,0,1,0,1,1,0,2,0,2,2,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,16.0,16.0,0.53
9,10,8,11,4,7,1,20,0,0,14,0,21,1,0,9,1,1,1,1,4,1,1,1,1,0,0,5,0,1,1,0,2,1,19.333,9.167,0.525
0,4,0,3,2,2,2,4,0,2,5,2,5,0,0,7,1,0,1,0,3,1,1,1,1,0,2,3,1,1,0,0,1,1,12.667,12.917,0.803
6,2,9,7,2,6,2,10,2,4,14,1,25,2,0,12,5,1,1,1,5,1,1,1,1,1,2,5,1,1,1,0,3,1,21.4,16.114,0.684
2,3,2,4,2,3,0,3,1,2,5,1,10,1,0,6,2,1,1,1,2,1,1,0,1,1,1,2,1,1,1,0,1,1,15.667,7.333,0.309
6,8,3,5,3,10,0,16,0,0,3,3,12,3,0,6,1,1,1,1,3,1,1,0,1,0,0,3,1,1,1,0,1,1,26.0,6.667,0.4
1,4,6,3,1,3,0,6,0,1,4,0,3,0,0,4,0,1,1,1,2,1,1,0,1,0,1,3,0,1,0,0,1,0,18.0,9.5,0.707
8,6,6,5,2,5,0,16,0,2,13,0,13,1,0,13,0,1,1,1,3,1,1,0,1,0,2,6,0,1,1,0,1,0,22.25,15.688,0.75
7,6,3,6,1,2,0,13,1,3,7,0,12,1,0,8,2,1,1,1,2,1,1,0,1,1,2,4,0,1,1,0,1,1,10.286,6.143,0.583
5,2,6,4,1,2,0,4,0,1,5,1,5,0,0,3,1,1,1,1,2,1,1,0,1,0,1,2,1,1,0,0,2,1,20.0,13.0,0.447
2,0,4,2,0,1,0,1,0,1,2,0,2,0,0,4,1,1,0,1,2,0,1,0,1,0,1,1,0,1,0,0,2,1,10.0,10.0,0.632
1,2,1,0,1,2,0,3,0,0,2,0,2,0,0,2,1,1,1,1,0,1,1,0,1,0,0,2,0,1,0,0,1,1,8.5,1.0,0.343
0,2,2,2,0,1,0,8,1,1,5,0,4,1,0,4,1,0,1,1,1,0,1,0,1,1,1,2,0,1,1,0,1,1,16.0,7.0,0.5
3,2,7,2,2,3,0,10,1,1,3,0,7,1,0,4,1,1,1,1,1,1,1,0,1,1,1,2,0,1,1,0,1,1,11.75,2.5,0.413
4,7,8,7,4,3,0,11,1,1,16,3,17,2,0,12,1,1,1,1,2,1,1,0,1,1,1,8,1,1,1,0,3,1,13.714,13.0,0.794
4,4,4,3,0,5,0,10,0,3,1,0,7,1,0,4,1,1,1,1,1,0,1,0,1,0,2,1,0,1,1,0,1,1,23.5,11.0,0.413
9,15,11,16,6,10,0,33,7,8,28,0,16,8,0,28,10,1,1,1,3,1,1,0,1,1,2,9,0,1,1,0,3,1,18.636,15.182,0.642
4,9,8,5,1,6,0,20,2,1,9,0,11,0,1,7,4,1,1,1,3,1,1,0,1,1,1,4,0,1,0,1,1,1,14.5,4.917,0.455
2,4,2,0,1,1,0,3,1,2,2,1,1,1,0,4,0,1,1,1,0,1,1,0,1,1,2,2,1,1,1,0,3,0,25.0,18.0,0.707
19,33,23,14,17,23,1,49,4,4,31,11,27,0,0,29,5,1,1,1,2,1,1,1,1,1,1,6,1,1,0,0,3,1,18.125,6.5,0.332
7,6,6,6,2,7,1,10,1,1,11,0,6,1,0,8,0,1,1,1,2,1,1,1,1,1,1,4,0,1,1,0,1,0,14.6,6.4,0.497
15,20,15,9,5,11,0,35,8,4,13,3,16,4,0,19,0,1,1,1,3,1,1,0,1,1,2,5,1,1,1,0,3,0,13.615,6.846,0.531
4,4,4,6,3,4,0,11,0,2,9,1,11,3,0,11,4,1,1,1,3,1,1,0,1,0,1,4,1,1,1,0,2,1,15.4,9.4,0.564
11,20,17,13,11,14,0,33,5,5,27,3,27,4,3,33,8,1,1,1,3,1,1,0,1,1,2,9,1,1,1,1,4,1,15.4,9.705,0.698
5,10,12,6,3,11,0,22,4,1,5,0,25,2,0,10,2,1,1,1,3,1,1,0,1,1,1,3,0,1,1,0,2,1,14.625,3.875,0.327
16,37,30,14,10,20,0,47,6,12,35,13,51,5,0,42,5,1,1,1,4,1,1,0,1,1,2,5,1,1,1,0,4,1,18.889,11.861,0.422
11,9,5,4,4,5,0,35,2,2,9,2,16,3,0,11,11,1,1,1,2,1,1,0,1,1,1,6,1,1,1,0,3,1,11.727,4.545,0.56
7,15,8,11,7,12,0,20,3,0,16,8,20,1,2,13,10,1,1,1,2,1,1,0,1,1,0,7,1,1,1,1,2,1,16.556,8.889,0.521
2,2,6,2,2,3,0,5,0,1,4,1,11,1,0,8,23,1,1,1,2,1,1,0,1,0,1,4,1,1,1,0,1,1,23.333,4.667,0.507
6,11,5,1,5,7,0,14,5,3,8,0,10,0,0,13,1,1,1,1,1,1,1,0,1,1,1,3,0,1,0,0,3,1,11.125,4.5,0.375
7,14,12,11,2,8,3,17,2,7,24,1,19,4,0,20,6,1,1,1,3,1,1,1,1,1,1,8,1,1,1,0,1,1,22.429,16.714,0.564
3,2,4,5,1,1,0,2,1,1,5,0,4,1,0,3,1,1,1,1,2,1,1,0,1,1,1,2,0,1,1,0,1,1,11.333,5.333,0.364
0,0,5,1,0,3,0,4,0,0,4,0,4,2,0,5,1,0,0,1,1,0,1,0,1,0,0,2,0,1,1,0,2,1,14.5,17.5,0.525
0,3,1,1,2,2,0,3,0,0,2,0,2,0,0,4,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,2,1,21.0,17.571,0.617
4,5,1,4,1,2,0,7,1,0,13,0,9,5,0,9,4,1,1,1,2,1,1,0,1,1,0,5,0,1,1,0,2,1,13.0,8.8,0.702
5,3,3,0,1,2,2,5,2,0,4,0,13,0,0,4,3,1,1,1,0,1,1,1,1,1,0,4,0,1,0,0,2,1,7.5,2.167,0.527
1,1,3,1,0,0,0,1,1,0,1,0,2,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,6.5,2.0,0.588
1,1,0,1,0,0,0,1,1,0,4,0,2,0,0,2,0,1,1,0,1,0,0,0,1,1,0,2,0,1,0,0,1,0,6.5,6.0,0.784
4,4,1,2,1,5,1,9,0,1,4,0,6,1,0,6,3,1,1,1,2,1,1,1,1,0,1,3,0,1,1,0,1,1,48.0,26.0,0.612
1,2,1,1,0,0,0,0,0,0,5,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,3,0,1,1,0,0,0,12.0,12.0,0.816
9,14,9,12,5,16,0,34,0,7,27,4,30,6,0,22,7,1,1,1,2,1,1,0,1,0,2,9,1,1,1,0,1,1,16.833,9.667,0.547
4,7,2,5,2,3,0,3,0,2,15,0,5,3,0,9,2,1,1,1,3,1,1,0,1,0,1,4,0,1,1,0,3,1,20.667,16.333,0.629
0,0,0,2,0,0,0,1,1,1,3,0,2,1,0,2,0,0,0,0,2,0,0,0,1,1,1,3,0,1,1,0,2,0,13.0,19.0,1.177
3,9,7,4,5,9,0,16,2,4,16,3,6,2,1,10,0,1,1,1,2,1,1,0,1,1,1,5,1,1,1,1,1,0,96.0,65.0,0.505
0,3,1,0,2,4,0,5,0,1,6,0,1,0,0,4,0,0,1,1,0,1,1,0,1,0,1,5,0,1,0,0,1,0,27.0,12.0,0.68
0,0,2,3,0,1,0,1,0,1,4,0,1,2,0,3,0,0,0,1,2,0,1,0,1,0,1,2,0,1,1,0,1,0,18.0,29.0,0.833
0,5,4,3,1,4,0,6,0,1,4,0,4,1,0,5,2,0,1,1,2,1,1,0,1,0,1,3,0,1,1,0,1,1,13.333,5.0,0.559
1,5,0,1,0,1,0,5,0,1,4,0,3,1,0,8,0,1,1,0,1,0,1,0,1,0,1,4,0,1,1,0,1,0,10.0,4.333,0.645
4,1,0,1,1,4,0,1,1,0,2,0,4,1,0,3,2,1,1,0,1,1,1,0,1,1,0,2,0,1,1,0,1,1,8.333,3.333,0.566
2,6,6,4,1,3,0,6,0,1,6,1,6,1,0,7,0,1,1,1,1,1,1,0,1,0,1,3,1,1,1,0,1,0,16.667,7.667,0.4
1,1,0,2,1,1,0,2,0,1,1,0,1,1,0,3,0,1,1,0,2,1,1,0,1,0,1,1,0,1,1,0,1,0,15.0,16.75,0.913
0,4,0,2,0,1,0,2,1,0,6,2,3,1,0,3,1,0,1,0,1,0,1,0,1,1,0,4,1,1,1,0,1,1,13.0,11.0,0.693
9,1,5,6,2,0,0,6,0,3,10,0,8,5,0,10,0,1,1,1,2,1,0,0,1,0,2,5,0,1,1,0,1,0,21.667,18.0,0.614
3,0,1,1,2,0,0,1,0,1,5,0,2,1,0,4,0,1,0,1,1,1,0,0,1,0,1,2,0,1,1,0,1,0,21.0,4.0,0.463
0,0,0,1,0,1,0,3,0,0,2,0,1,3,0,2,0,0,0,0,1,0,1,0,1,0,0,2,0,1,1,0,1,0,13.0,6.0,0.784
0,2,1,0,0,3,3,3,0,0,2,3,8,0,0,2,1,0,1,1,0,0,1,1,1,0,0,2,1,1,0,0,2,1,9.0,5.0,0.544
0,0,2,1,0,1,0,1,0,0,1,0,5,0,0,2,2,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,7.5,1.0,0.365
7,2,1,3,2,3,1,4,0,3,7,1,9,0,0,5,3,1,1,1,2,1,1,1,1,0,2,5,1,1,0,0,3,1,16.333,18.0,0.909
2,2,3,1,1,0,0,7,1,0,0,0,3,1,0,6,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,13.5,1.0,0.272
2,0,0,0,1,1,0,4,0,1,2,0,3,1,0,4,0,1,0,0,0,1,1,0,1,0,1,2,0,1,1,0,1,0,18.0,2.0,0.333
4,2,5,6,2,4,0,8,0,1,4,1,6,0,0,6,0,1,1,1,3,1,1,0,1,0,1,3,1,1,0,0,1,0,16.333,7.667,0.505
0,3,1,3,1,3,0,5,2,1,3,0,3,0,0,2,0,0,1,1,3,1,1,0,1,1,1,1,0,1,0,0,1,0,13.5,11.0,0.68
1,4,1,0,0,3,0,3,2,0,1,0,5,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,10.5,1.0,0.309
3,5,5,2,1,2,0,9,0,2,3,0,8,1,0,2,0,1,1,1,2,1,1,0,1,0,1,3,0,1,1,0,1,0,8.6,4.4,0.647
6,15,1,6,3,14,0,35,13,2,11,14,31,2,7,12,10,1,1,1,2,1,1,0,1,1,2,6,1,1,1,1,2,1,21.75,6.125,0.482
2,2,3,2,0,1,0,3,0,1,2,1,2,1,0,2,0,1,1,1,2,0,1,0,1,0,1,2,1,1,1,0,1,0,11.0,4.0,0.603
8,3,1,4,3,2,0,11,0,2,2,0,3,0,0,3,1,1,1,1,2,1,1,0,1,0,1,2,0,1,0,0,2,1,21.5,5.5,0.431
10,11,6,5,5,11,0,27,0,1,5,10,20,2,2,9,5,1,1,1,3,1,1,0,1,0,1,2,1,1,1,1,1,1,18.0,5.429,0.378
